review_text,rating_svg,date,location,supplier_response,verified,company,review_text_clean,review_text_clean_advanced
"Ordering three wipers (2 x Front + Rear) for a Renault Space Tourer. None of those could be attached despite providing correct VIN, Company, Model and other required parameters. Support later admitted...See more",5,2025-09-30 19:48:01+00:00,,,0,autodoc-de,Ordering three wipers 2 x Front  Rear for a Renault Space Tourer None of those could be attached despite providing correct VIN Company Model and other required parameters Support later admittedSee more,ordering three wiper 2 x front rear renault space tourer none could attached despite providing correct vin company model required parameter support later admittedsee
"I've been using this service for a long time. I'm mostly satisfied with everything, there's a wide selection.",4,2025-10-13 17:06:06+00:00,,,1,autodoc-de,Ive been using this service for a long time Im mostly satisfied with everything theres a wide selection,ive using service long time mostly satisfied everything there wide selection
"I’m satisfied with everything products, time and service, but one thing i don’t like was the shipping cost specially if you only need small parts :(",5,2025-11-17 13:45:46+00:00,,,1,autodoc-de,Im satisfied with everything products time and service but one thing i dont like was the shipping cost specially if you only need small parts ,satisfied everything product time service one thing dont like shipping cost specially need small part
"Autodoc is great option to buy parts online, if you subscribe to the autodoc plus package you will be able to apply your VIN for every part so a expert could match the part that is supposed to be for...See more",5,2026-03-07 11:56:12+00:00,,,1,autodoc-de,Autodoc is great option to buy parts online if you subscribe to the autodoc plus package you will be able to apply your VIN for every part so a expert could match the part that is supposed to be forSee more,autodoc great option buy part online subscribe autodoc plus package able apply vin every part expert could match part supposed forsee
11 euros shipping for a 96 cent lightbulb. Completely out of proportion. My husband didn't pay attention. No way of stopping the order within seconds of noticing. Only order bigger products from Auto...See more,3,2025-05-29 15:59:26+00:00,,,0,autodoc-de,11 euros shipping for a 96 cent lightbulb Completely out of proportion My husband didnt pay attention No way of stopping the order within seconds of noticing Only order bigger products from AutoSee more,11 euro shipping 96 cent lightbulb completely proportion husband didnt pay attention way stopping order within second noticing order bigger product autosee
"How are you going to send me the wrong part but charge me to send it back to you? 

This review has been edited due to the excellent customer support I received, return shipping was paid for in the...See more",3,2025-04-23 15:10:11+00:00,,,1,autodoc-de,How are you going to send me the wrong part but charge me to send it back to you This review has been edited due to the excellent customer support I received return shipping was paid for in theSee more,going send wrong part charge send back review edited due excellent customer support received return shipping paid thesee
"I'm buying spare parts for my cars from them for 6 years and they are doing a great job. Recently we made a mistake on a purchase, but we repaired that and all is good 👍😊",5,2025-10-31 19:35:44+00:00,,,1,autodoc-de,Im buying spare parts for my cars from them for 6 years and they are doing a great job Recently we made a mistake on a purchase but we repaired that and all is good ,buying spare part car 6 year great job recently made mistake purchase repaired good
"The quality of auto parts is not the best. What annoys me the most is that the pictures are not the same as the part I get. On the last order of a fuel pressure sensor, your thread was 1.5mm longer a...See more",3,2025-07-12 13:48:42+00:00,,,1,autodoc-de,The quality of auto parts is not the best What annoys me the most is that the pictures are not the same as the part I get On the last order of a fuel pressure sensor your thread was 15mm longer aSee more,quality auto part best annoys picture part get last order fuel pressure sensor thread 15mm longer asee
"Support is working good, you just need to ask about compatibility of spare with your car using your VIN code. Best prices!)))) Thank you!))))",5,2025-07-07 12:12:13+00:00,,,1,autodoc-de,Support is working good you just need to ask about compatibility of spare with your car using your VIN code Best prices Thank you,support working good need ask compatibility spare car using vin code best price thank
"Nešto duže smo čekali na pošiljku, ali  na kraju sve je utredno dostavljeno i u potpunosti!
Moje preporuke svima.",5,2026-01-12 14:56:32+00:00,,,1,autodoc-de,Nešto duže smo čekali na pošiljku ali na kraju sve je utredno dostavljeno i u potpunosti Moje preporuke svima,nešto duže smo čekali na pošiljku ali na kraju sve je utredno dostavljeno u potpunosti moje preporuke svima
"Had problem with fuel sensor part received broken.
Gave me full refund great customer service .",5,2025-04-10 14:33:53+00:00,,,0,autodoc-de,Had problem with fuel sensor part received broken Gave me full refund great customer service ,problem fuel sensor part received broken gave full refund great customer service
Like always fast delivery and great quality of parts. Many thanks Autodoc 👍,5,2026-03-19 14:15:11+00:00,,,1,autodoc-de,Like always fast delivery and great quality of parts Many thanks Autodoc ,like always fast delivery great quality part many thanks autodoc
"I received  the shipment in very good condition, wrapped with protection, arrived  on time, you have my full trust, i honestly recommend to use Autodoc to order spare parts its trustable site.",5,2025-09-26 12:11:06+00:00,,,1,autodoc-de,I received the shipment in very good condition wrapped with protection arrived on time you have my full trust i honestly recommend to use Autodoc to order spare parts its trustable site,received shipment good condition wrapped protection arrived time full trust honestly recommend use autodoc order spare part trustable site
"ordered a headlight still waiting 20+ days later ,they have given some BS the courier because its an unusual size,its not a frigging tank its a headlight in a box!!!they have said it could take severa...See more",1,2025-11-26 10:18:48+00:00,,,0,autodoc-de,ordered a headlight still waiting 20 days later they have given some BS the courier because its an unusual sizeits not a frigging tank its a headlight in a boxthey have said it could take severaSee more,ordered headlight still waiting 20 day later given b courier unusual sizeits frigging tank headlight boxthey said could take severasee
"Good Quality of products, as well as easy to use Internetseite. Quick delivery! I appreciate the Help of Service Bot!",5,2025-07-06 15:26:47+00:00,,,1,autodoc-de,Good Quality of products as well as easy to use Internetseite Quick delivery I appreciate the Help of Service Bot,good quality product well easy use internetseite quick delivery appreciate help service bot
"Autodoc truly value the customer I had an exceptional experience with Autodoc! Despite encountering a unique situation with my purchase, the team went above and beyond to assist me. A special shout-ou...See more",5,2025-04-14 22:32:10+00:00,,,0,autodoc-de,Autodoc truly value the customer I had an exceptional experience with Autodoc Despite encountering a unique situation with my purchase the team went above and beyond to assist me A special shoutouSee more,autodoc truly value customer exceptional experience autodoc despite encountering unique situation purchase team went beyond assist special shoutousee
"Received the wrong item.
I am coming to update my review. They are following my case closely.",5,2025-09-29 16:47:41+00:00,,,0,autodoc-de,Received the wrong item I am coming to update my review They are following my case closely,received wrong item coming update review following case closely
"It was a quite unexpected experience to have that nice and personal contact in the middle of the festive season.
Gloria got the delivery things done immediately.",5,2025-12-27 17:34:03+00:00,,,0,autodoc-de,It was a quite unexpected experience to have that nice and personal contact in the middle of the festive season Gloria got the delivery things done immediately,quite unexpected experience nice personal contact middle festive season gloria got delivery thing done immediately
"Great prices, very fast amd secure delivery, everything is perfect",5,2025-09-05 10:29:41+00:00,,,1,autodoc-de,Great prices very fast amd secure delivery everything is perfect,great price fast amd secure delivery everything perfect
"Best car parts with very good pricing and customer service, thanks !!!!",5,2025-08-15 11:39:43+00:00,,,1,autodoc-de,Best car parts with very good pricing and customer service thanks ,best car part good pricing customer service thanks
"Order ok, item ok. 
Four stars because of delivery. I wasn't home and they have left package 35min away from my home.",4,2025-07-04 11:27:50+00:00,,,1,autodoc-de,Order ok item ok Four stars because of delivery I wasnt home and they have left package 35min away from my home,order ok item ok four star delivery wasnt home left package 35min away home
"The item is very good , price is good and material as well good. I will try my best for buying in the future.",5,2025-06-06 13:58:46+00:00,,,1,autodoc-de,The item is very good  price is good and material as well good I will try my best for buying in the future,item good price good material well good try best buying future
"my whole reviews genuine
I’m extremely disappointed with AUTODOC’s handling of my issue. My order was never received, but after weeks of “investigation,” they simply said it was delivered — witho...See more",1,2025-11-13 10:09:07+00:00,,,1,autodoc-de,my whole reviews genuine Im extremely disappointed with AUTODOCs handling of my issue My order was never received but after weeks of investigation they simply said it was delivered  withoSee more,whole review genuine extremely disappointed autodocs handling issue order never received week investigation simply said delivered withosee
"Title: Wrong part number, misleading OE info — waste of time and money

Review:
I ordered a lower front ball joint for my Honda Accord 8 (VIN: JHMCU35809C203590) from Autodoc.
Before placi...See more",1,2025-08-10 12:28:25+00:00,,,0,autodoc-de,Title Wrong part number misleading OE info  waste of time and money Review I ordered a lower front ball joint for my Honda Accord 8 VIN JHMCU35809C203590 from Autodoc Before placiSee more,title wrong part number misleading oe info waste time money review ordered lower front ball joint honda accord 8 vin jhmcu35809c203590 autodoc placisee
I am totally satisfied by rates and quality and also order updation,5,2026-01-23 13:50:50+00:00,,,1,autodoc-de,I am totally satisfied by rates and quality and also order updation,totally satisfied rate quality order updation
"Simple to order, delivery was fast, and parts were correct...",5,2025-12-01 12:24:50+00:00,,,1,autodoc-de,Simple to order delivery was fast and parts were correct,simple order delivery fast part correct
"Purchased 4 Bridgestone tyres which said they were in stock, chased after 3 days of them still being sat in order being transferred between warehouses, they told me that there was a delay and on the...See more",3,2026-01-16 16:36:17+00:00,,,0,autodoc-de,Purchased 4 Bridgestone tyres which said they were in stock chased after 3 days of them still being sat in order being transferred between warehouses they told me that there was a delay and on theSee more,purchased 4 bridgestone tyre said stock chased 3 day still sat order transferred warehouse told delay thesee
The quality of the parts are very good easy to assemble and they fit perfectly.,5,2025-08-20 19:55:28+00:00,,,1,autodoc-de,The quality of the parts are very good easy to assemble and they fit perfectly,quality part good easy assemble fit perfectly
"So far, I was ok with the services provided. I oredered brakes, oils, filters, windshield wipers and tires. Sometimes, especially with oils, the delivery was not very sustainbable and comfortab...See more",3,2025-11-20 09:40:35+00:00,,,0,autodoc-de,So far I was ok with the services provided I oredered brakes oils filters windshield wipers and tires Sometimes especially with oils the delivery was not very sustainbable and comfortabSee more,far ok service provided oredered brake oil filter windshield wiper tire sometimes especially oil delivery sustainbable comfortabsee
"Perfect products, Perfect company. Everything perfect. Thank you",5,2025-05-25 09:41:27+00:00,,,1,autodoc-de,Perfect products Perfect company Everything perfect Thank you,perfect product perfect company everything perfect thank
"Very good Markt, quick delivery, good quality of goods. Thanks.",5,2025-06-29 17:08:28+00:00,,,1,autodoc-de,Very good Markt quick delivery good quality of goods Thanks,good markt quick delivery good quality good thanks
"Not a good experience with autodoc.
Had to buy2 wishbones and 2 bushings for my Dodge. I put in the VIN number. The Aui (Arrtificial UnIntelligence) robot kept bringing up the totally wrong product f...See more",2,2025-12-18 13:56:03+00:00,,,0,autodoc-de,Not a good experience with autodoc Had to buy2 wishbones and 2 bushings for my Dodge I put in the VIN number The Aui Arrtificial UnIntelligence robot kept bringing up the totally wrong product fSee more,good experience autodoc buy2 wishbone 2 bushing dodge put vin number aui arrtificial unintelligence robot kept bringing totally wrong product fsee
The parts and the delivery it's perfect,5,2026-03-06 13:59:05+00:00,,,1,autodoc-de,The parts and the delivery its perfect,part delivery perfect
Delivery was really fast in 2 days. And the variety of parts are also good.,5,2025-09-28 17:33:06+00:00,,,1,autodoc-de,Delivery was really fast in 2 days And the variety of parts are also good,delivery really fast 2 day variety part good
Items bought were original.delivery is fast.,5,2025-05-29 16:11:20+00:00,,,1,autodoc-de,Items bought were originaldelivery is fast,item bought originaldelivery fast
FRAUD FRAUD FRAUD Company avoid at all costs. I made purchase of a £400 order and wanted to return some items as I had no need for them and paid extra for the return any item that I paid a fee for a...See more,1,2025-07-13 21:35:38+00:00,,,0,autodoc-de,FRAUD FRAUD FRAUD Company avoid at all costs I made purchase of a 400 order and wanted to return some items as I had no need for them and paid extra for the return any item that I paid a fee for aSee more,fraud fraud fraud company avoid cost made purchase 400 order wanted return item need paid extra return item paid fee asee
"The speed of delivery is really good
Buying is easy
But 
Its better to have all parts of vehicle",4,2025-12-05 15:07:48+00:00,,,1,autodoc-de,The speed of delivery is really good Buying is easy But Its better to have all parts of vehicle,speed delivery really good buying easy better part vehicle
Very good Platform to order what u need for your car👍🏻.,5,2025-03-22 13:19:20+00:00,,,1,autodoc-de,Very good Platform to order what u need for your car,good platform order u need car
"I have loved Autodoc for years and after six or more orders, including the left driveshaft, i now get a popup saying they don't deliver to me (any more, they have up to now). What's really annoying is...See more",1,2025-11-29 23:30:36+00:00,,,0,autodoc-de,I have loved Autodoc for years and after six or more orders including the left driveshaft i now get a popup saying they dont deliver to me any more they have up to now Whats really annoying isSee more,loved autodoc year six order including left driveshaft get popup saying dont deliver whats really annoying issee
"Good service, fast delivery of quality parts.",5,2025-03-24 12:26:38+00:00,,,1,autodoc-de,Good service fast delivery of quality parts,good service fast delivery quality part
I ordered a DPF and AutoDoc sent it only wrapped in thin plastic. Do you really need to be a rocket scientist or a PhD in structural engineering to understand that a thin metal flange must be protecte...See more,1,2025-07-09 11:36:52+00:00,,,0,autodoc-de,I ordered a DPF and AutoDoc sent it only wrapped in thin plastic Do you really need to be a rocket scientist or a PhD in structural engineering to understand that a thin metal flange must be protecteSee more,ordered dpf autodoc sent wrapped thin plastic really need rocket scientist phd structural engineering understand thin metal flange must protectesee
"fast, cheap perfect delivery and items",5,2025-04-05 11:17:49+00:00,,,1,autodoc-de,fast cheap perfect delivery and items,fast cheap perfect delivery item
Very quick and professional service thank you.,5,2025-12-06 14:41:40+00:00,,,1,autodoc-de,Very quick and professional service thank you,quick professional service thank
"Terrible service if anything goes wrong with their delivery partners.

After repeatedly trying to resolve the situation I was told not to contact them again they would contact me.",1,2026-03-19 12:44:50+00:00,,,0,autodoc-de,Terrible service if anything goes wrong with their delivery partners After repeatedly trying to resolve the situation I was told not to contact them again they would contact me,terrible service anything go wrong delivery partner repeatedly trying resolve situation told contact would contact
It came very fast and all items were in good condition,5,2025-06-26 15:41:15+00:00,,,1,autodoc-de,It came very fast and all items were in good condition,came fast item good condition
Like always fast delivery and great quality of parts. Many thanks Autodoc 👍,5,2026-03-19 14:15:11+00:00,PL,"Hello Piotr!😊 Thank you for your kind feedback! We’re happy to hear that you appreciated the parts and the fast delivery. Your satisfaction means a lot to us, and we look forward to assisting you again in the future. Best regards, AUTODOC Team🚗",1,autodoc-de,Like always fast delivery and great quality of parts Many thanks Autodoc ,like always fast delivery great quality part many thanks autodoc
Reply from AUTODOC - Deutschland,5,2026-03-19 13:44:15+00:00,DE,"Hello Alex !⭐ We want to thank you for your time and positive feedback! Best regards, AUTODOC Team🚙",1,autodoc-de,Reply from AUTODOC  Deutschland,reply autodoc deutschland
Terrible service if anything goes wrong with their delivery partners.After repeatedly trying to resolve the situation I was told not to contact them again they would contact me.,1,2026-03-19 12:44:50+00:00,ES,"Hello Winter, Thanks for your review. We are deeply sorry to hear about this situation. Our quality control manager will check your case and contact you in the nearest time. Best regards, AUTODOC Team",0,autodoc-de,Terrible service if anything goes wrong with their delivery partnersAfter repeatedly trying to resolve the situation I was told not to contact them again they would contact me,terrible service anything go wrong delivery partnersafter repeatedly trying resolve situation told contact would contact
This is a very good product. I like this and very fast service.,5,2026-03-17 21:32:24+00:00,DE,"Hello!⭐ We want to thank you for your time and positive feedback! Best regards, AUTODOC Team🚙",1,autodoc-de,This is a very good product I like this and very fast service,good product like fast service
"I really like that they have every part available, very well packaged and awesome tracking service!Could have a faster delivery time but that's just something I can work with.",5,2026-03-17 18:42:13+00:00,DE,"Hello!😊 We are very pleased to receive positive feedback from our customers! Good luck on any road. Best regards, AUTODOC Team🛠️",1,autodoc-de,I really like that they have every part available very well packaged and awesome tracking serviceCould have a faster delivery time but thats just something I can work with,really like every part available well packaged awesome tracking servicecould faster delivery time thats something work
Super no words,5,2026-03-16 22:08:14+00:00,DE,"Hello Slave Andonov!😊 We are very pleased to receive positive feedback from our customers! Good luck on any road. Best regards, AUTODOC Team🛠️",1,autodoc-de,Super no words,super word
I had always gotten what I ordered for so far.,5,2026-03-14 13:42:11+00:00,DE,"Hello! Thank you for taking the time to leave a review of our company⭐. We are looking forward to seeing you in our online store. Best regards, AUTODOC Team",1,autodoc-de,I had always gotten what I ordered for so far,always gotten ordered far
Reply from AUTODOC - Deutschland,5,2026-03-14 08:06:54+00:00,DE,"Hello Mykola !😊 We are very pleased to receive positive feedback from our customers! Good luck on any road. Best regards, AUTODOC Team🛠️",1,autodoc-de,Reply from AUTODOC  Deutschland,reply autodoc deutschland
Reply from AUTODOC - Deutschland,5,2026-03-07 20:39:08+00:00,DE,"Hello J P! Thank you very much for your feedback and wonderful rating. We will continue to work only for 5 stars! Best regards, AUTODOC Team🧡",1,autodoc-de,Reply from AUTODOC  Deutschland,reply autodoc deutschland
Reply from AUTODOC - Deutschland,5,2026-03-07 15:04:28+00:00,DE,"Hello Reza 😊! Thank you for your positive feedback! Best regards, AUTODOC Team",1,autodoc-de,Reply from AUTODOC  Deutschland,reply autodoc deutschland
"Autodoc is great option to buy parts online, if you subscribe to the autodoc plus package you will be able to apply your VIN for every part so a expert could match the part that is supposed to be for your vehicle.",5,2026-03-07 11:56:12+00:00,MK,"Hello!🌟 Thank you for your feedback. Have a nice day! Best regards, AUTODOC Team🚙💨",1,autodoc-de,Autodoc is great option to buy parts online if you subscribe to the autodoc plus package you will be able to apply your VIN for every part so a expert could match the part that is supposed to be for your vehicle,autodoc great option buy part online subscribe autodoc plus package able apply vin every part expert could match part supposed vehicle
Reply from AUTODOC - Deutschland,4,2026-03-07 07:37:30+00:00,DE,"Hello Dardan Nuka!⭐ We want to thank you for your time and positive feedback! Best regards, AUTODOC Team🚙",1,autodoc-de,Reply from AUTODOC  Deutschland,reply autodoc deutschland
Reply from AUTODOC - Deutschland,5,2026-03-06 13:59:05+00:00,AL,"Hello Faruku ALFRED! Thank you for your kind words and appreciation of the quality of our work😊. Your feedback - is the best reward for us. We are looking forward to seeing you in our online store. Best regards, AUTODOC Team🚗💨",1,autodoc-de,Reply from AUTODOC  Deutschland,reply autodoc deutschland
Reply from AUTODOC - Deutschland,5,2026-03-05 21:07:55+00:00,DE,"Hello Szilard Ambrus! We are very pleased to read sincere reviews. We always do our best to process and ship your order as quickly as possible. But we have room to grow. Please, feel free to contact us again. Best regards, AUTODOC Team",1,autodoc-de,Reply from AUTODOC  Deutschland,reply autodoc deutschland
"I am new to this web but I like it, been nearly a year using it and am very happy the way it hightlights things you need to finish shopping in quick way.",5,2026-03-03 13:23:39+00:00,DE,"Hello Arsen!🌟 Thank you for your feedback. Have a nice day! Best regards, AUTODOC Team🚙💨",1,autodoc-de,I am new to this web but I like it been nearly a year using it and am very happy the way it hightlights things you need to finish shopping in quick way,new web like nearly year using happy way hightlights thing need finish shopping quick way
Perfect perfect,5,2026-02-28 23:35:49+00:00,RO,"Hello Burca Marian!⭐ We want to thank you for your time and positive feedback! Best regards, AUTODOC Team🚙",1,autodoc-de,Perfect perfect,perfect perfect
